macro_bairro,nome_cliente,bairro_destino,order_datetime,platform,order_mode,distance_km,tempo_preparo_minutos,status,eta_minutes_quote,actual_delivery_minutes,total_brl,classe_pedido,platform_commission_pct,num_itens,satisfacao_nivel
Morumbi,Ana Duarte,Real Parque,2024-01-13 21:06:00,whatsapp,retirada,0.26,13,delivered,25,22.2,59.35,prato_unico,0.0,3,5
Pinheiros,Mariana Almeida,Pinheiros,2024-01-13 22:09:00,ifood,delivery,4.79,29,delivered,32,42.0,141.94,combo,0.12,4,3
Vila Mariana,Olívia Souza,Aclimação,2024-01-14 07:00:00,ifood,delivery,3.46,10,delivered,38,35.8,101.81,prato_unico,0.12,2,5
Morumbi,João O. Borges,Real Parque,2024-01-14 08:22:00,ifood,delivery,7.4,20,delivered,50,49.2,112.96,combo,0.16,2,4
Itaim,Thiago Teixeira,Itaim Bibi,2024-01-14 10:29:00,site_proprio,delivery,3.83,9,delivered,43,18.1,64.45,prato_unico,0.0,2,5
Brooklin,André T. Gonçalves,Campo Belo,2024-01-14 11:07:00,rappi,delivery,0.55,54,delivered,45,55.8,251.57,familia,0.16,8,3
Brooklin,André Carvalho,Campo Belo,2024-01-14 13:12:00,site_proprio,retirada,0.21,11,delivered,20,21.57,222.99,familia,0.0,5,5
Brooklin,Júlia Borges,Brooklin,2024-01-14 15:18:00,ifood,delivery,0.87,21,delivered,41,24.8,131.1,combo,0.12,2,5
Jardins,Igor Ribeiro,Jardim Paulista,2024-01-14 16:58:00,ifood,delivery,5.58,16,delivered,46,39.3,224.64,familia,0.16,5,5
Vila Mariana,Eduarda Fernandes,Paraíso,2024-01-14 17:11:00,ifood,delivery,5.31,16,delivered,38,37.2,83.36,prato_unico,0.16,4,4
Brooklin,Matheus G. Moreira,Campo Belo,2024-01-14 19:27:00,ifood,delivery,0.11,6,canceled,24,6.6,44.2,prato_unico,0.16,1,5
Santo Amaro,Nicolas Gonçalves,Santo Amaro,2024-01-14 19:52:00,ifood,delivery,5.34,22,delivered,41,37.3,118.2,combo,0.12,4,5
Pinheiros,Yuri Moreira,Pinheiros,2024-01-14 20:07:00,site_proprio,delivery,6.06,33,delivered,46,48.4,227.66,familia,0.0,5,5
Santo Amaro,Tatiane Batista,Santo Amaro,2024-01-14 21:40:00,rappi,delivery,6.19,16,delivered,46,35.5,86.59,prato_unico,0.16,5,5
Moema,Henrique J. Xavier,Moema,2024-01-14 21:59:00,ifood,delivery,2.58,14,delivered,38,29.6,53.54,prato_unico,0.16,2,5
Brooklin,Júlia Fernandes,Brooklin,2024-01-15 08:54:00,ifood,delivery,0.88,17,delivered,38,25.3,77.24,prato_unico,0.12,3,5
Vila Mariana,Nicolas G. Dias,Vila Mariana,2024-01-15 09:27:00,ifood,delivery,5.04,16,delivered,40,27.7,55.46,prato_unico,0.16,1,5
Morumbi,Pedro Z. Correia,Morumbi,2024-01-15 11:28:00,site_proprio,delivery,8.11,20,delivered,48,49.2,107.93,combo,0.0,2,5
Itaim,Felipe Carvalho,Itaim Bibi,2024-01-15 12:02:00,ifood,delivery,4.56,10,delivered,33,27.7,75.0,prato_unico,0.16,2,5
Brooklin,Bruno L. Machado,Brooklin,2024-01-15 12:33:00,whatsapp,retirada,0.27,9,delivered,24,6.2,78.39,prato_unico,0.0,3,5
Brooklin,Sabrina E. Castro,Campo Belo,2024-01-15 13:01:00,ifood,delivery,1.6,25,delivered,37,33.5,85.68,prato_unico,0.12,3,5
Outros,Rafaela Y. Batista,Perdizes,2024-01-15 14:42:00,ifood,delivery,6.35,41,delivered,48,66.0,265.55,familia,0.12,8,3
Outros,Patrícia Pereira,Butantã,2024-01-15 15:41:00,site_proprio,retirada,0.2,22,delivered,27,19.0,112.73,combo,0.0,3,5
Vila Mariana,Yuri Machado,Paraíso,2024-01-15 19:07:00,whatsapp,retirada,0.22,20,delivered,25,24.3,77.58,prato_unico,0.0,2,5
Jardins,André Lopes,Jardim Paulista,2024-01-15 19:19:00,site_proprio,retirada,0.16,17,delivered,26,21.9,95.86,prato_unico,0.0,4,5
Outros,Daniel V. Castro,Liberdade,2024-01-15 19:58:00,whatsapp,retirada,0.18,22,delivered,26,30.1,75.05,prato_unico,0.0,4,5
Brooklin,Gabriela I. Lopes,Campo Belo,2024-01-15 21:21:00,rappi,delivery,1.06,17,canceled,30,27.4,138.54,combo,0.16,3,4
Vila Olímpia,Bruna Almeida,Vila Olímpia,2024-01-15 23:11:00,ifood,delivery,3.72,9,delivered,41,15.1,133.98,combo,0.16,6,5
Moema,Patrícia Melo,Moema,2024-01-16 07:25:00,ifood,delivery,4.41,12,delivered,42,22.8,70.95,prato_unico,0.16,2,5
Moema,Gustavo Y. Martins,Moema,2024-01-16 07:59:00,ifood,delivery,3.41,32,delivered,42,48.9,263.07,familia,0.12,7,4
Morumbi,Rafael Oliveira,Morumbi,2024-01-16 08:30:00,ifood,delivery,7.27,8,delivered,49,35.0,90.29,prato_unico,0.16,3,5
Outros,Henrique O. Batista,Liberdade,2024-01-16 09:07:00,ifood,delivery,8.64,12,delivered,51,43.8,80.12,prato_unico,0.12,3,5
Moema,André M. Pereira,Moema,2024-01-16 10:12:00,rappi,delivery,3.12,13,delivered,34,43.7,104.96,combo,0.12,2,3
Vila Mariana,Valentina Cavalcanti,Paraíso,2024-01-16 10:51:00,ifood,delivery,5.56,13,delivered,45,35.2,94.61,prato_unico,0.12,3,5
Outros,Lucas Ribeiro,Perdizes,2024-01-16 11:34:00,ifood,delivery,6.92,31,chargeback,49,62.3,174.92,combo,0.16,6,3
Santo Amaro,Júlia Dias,Chácara Santo Antônio,2024-01-16 12:20:00,ifood,delivery,4.92,13,delivered,41,35.0,51.12,prato_unico,0.16,1,5
Brooklin,Yuri Almeida,Campo Belo,2024-01-16 12:33:00,ifood,delivery,0.86,7,delivered,33,22.4,43.68,prato_unico,0.12,1,5
Moema,Felipe F. Ferreira,Ibirapuera,2024-01-16 18:27:00,site_proprio,delivery,3.22,6,delivered,40,15.5,33.71,prato_unico,0.0,2,5
Moema,Otávio Castro,Ibirapuera,2024-01-16 20:07:00,rappi,delivery,3.45,19,canceled,37,35.9,147.51,combo,0.16,5,4
Santo Amaro,Igor V. Gomes,Santo Amaro,2024-01-16 20:39:00,whatsapp,retirada,0.08,20,canceled,32,18.3,114.76,combo,0.0,2,5
Vila Mariana,Caio Silva,Aclimação,2024-01-16 20:49:00,ifood,delivery,6.66,10,delivered,46,31.5,95.04,prato_unico,0.16,3,5
Pinheiros,Sabrina Gonçalves,Pinheiros,2024-01-16 21:11:00,ifood,delivery,5.53,29,delivered,48,47.4,218.59,familia,0.16,4,4
Brooklin,Daniel I. Machado,Brooklin,2024-01-17 07:02:00,ifood,delivery,0.14,12,delivered,31,14.1,89.61,prato_unico,0.16,2,5
Morumbi,Fernanda Vieira,Real Parque,2024-01-17 07:45:00,ifood,delivery,7.86,15,delivered,51,53.6,71.54,prato_unico,0.16,3,4
Brooklin,Vítor Nogueira,Brooklin,2024-01-17 12:18:00,site_proprio,delivery,1.65,19,delivered,34,16.9,142.27,combo,0.0,3,5
Moema,Ana R. Castro,Ibirapuera,2024-01-17 12:22:00,site_proprio,delivery,3.62,8,delivered,41,24.0,68.47,prato_unico,0.0,3,5
Santo Amaro,João Carvalho,Chácara Santo Antônio,2024-01-17 12:22:00,whatsapp,retirada,0.29,15,delivered,31,9.2,103.66,prato_unico,0.0,4,5
Vila Olímpia,Yuri Pereira,Vila Olímpia,2024-01-17 12:41:00,site_proprio,retirada,0.06,7,delivered,19,5.5,53.72,prato_unico,0.0,3,5
Vila Mariana,Henrique G. Ribeiro,Paraíso,2024-01-17 13:52:00,ifood,delivery,4.13,22,delivered,40,41.1,221.13,familia,0.12,5,4
Morumbi,Matheus Carvalho,Morumbi,2024-01-17 14:05:00,ifood,delivery,7.57,17,delivered,42,43.6,73.83,combo,0.16,1,4
Moema,Tatiane Rezende,Moema,2024-01-17 14:30:00,ifood,delivery,2.41,16,delivered,36,20.0,78.79,prato_unico,0.12,3,5
Moema,Ana X. Gomes,Moema,2024-01-17 17:29:00,rappi,delivery,2.87,12,delivered,35,19.0,116.21,combo,0.12,2,5
Pinheiros,Júlia Duarte,Pinheiros,2024-01-17 18:33:00,whatsapp,retirada,0.01,22,delivered,30,27.6,119.79,combo,0.0,3,5
Santo Amaro,Vítor O. Dias,Santo Amaro,2024-01-17 20:18:00,site_proprio,delivery,5.97,10,delivered,44,26.8,62.24,prato_unico,0.0,3,5
Moema,Pedro T. Marques,Ibirapuera,2024-01-17 20:33:00,site_proprio,delivery,2.99,20,delivered,37,32.8,98.69,prato_unico,0.0,3,5
Moema,Eduardo Duarte,Moema,2024-01-17 21:12:00,ifood,delivery,3.91,6,delivered,40,19.5,113.25,combo,0.12,3,5
Vila Olímpia,Daniela Martins,Vila Olímpia,2024-01-17 21:58:00,ifood,delivery,2.99,11,delivered,38,18.6,121.46,combo,0.16,4,5
Brooklin,Daniela Xavier,Campo Belo,2024-01-18 07:36:00,rappi,delivery,0.49,7,delivered,32,20.0,66.23,prato_unico,0.16,2,5
Moema,Daniela Souza,Ibirapuera,2024-01-18 07:55:00,rappi,delivery,3.4,23,delivered,37,39.5,167.95,combo,0.12,3,4
Moema,Fernanda Borges,Moema,2024-01-18 10:56:00,ifood,delivery,3.01,17,delivered,34,18.4,150.9,combo,0.16,4,5
Pinheiros,Daniela Carvalho,Pinheiros,2024-01-18 12:32:00,whatsapp,retirada,0.08,16,canceled,17,18.7,100.24,prato_unico,0.0,3,5
Morumbi,Igor Ferreira,Morumbi,2024-01-18 13:07:00,ifood,delivery,7.89,15,delivered,56,38.8,108.53,prato_unico,0.16,5,5
Moema,Felipe R. Souza,Moema,2024-01-18 13:46:00,site_proprio,delivery,1.62,18,delivered,38,29.3,116.9,combo,0.0,2,5
Santo Amaro,Samuel C. Rocha,Santo Amaro,2024-01-18 13:55:00,site_proprio,delivery,6.25,10,canceled,37,27.3,42.06,prato_unico,0.0,3,5
Brooklin,Vítor D. Lopes,Campo Belo,2024-01-18 15:35:00,site_proprio,delivery,0.8,19,delivered,28,22.9,75.02,prato_unico,0.0,3,5
Moema,André Batista,Moema,2024-01-18 21:06:00,rappi,delivery,4.72,18,delivered,39,37.7,77.19,prato_unico,0.16,3,4
Itaim,Gabriela D. Dias,Itaim Bibi,2024-01-18 22:27:00,ifood,delivery,3.73,24,delivered,42,42.8,91.08,combo,0.16,2,4
Brooklin,Tatiane Dias,Campo Belo,2024-01-19 08:36:00,ifood,delivery,0.86,11,delivered,32,6.9,41.44,prato_unico,0.12,1,5
Brooklin,Tatiane Lopes,Brooklin,2024-01-19 08:45:00,ifood,delivery,0.52,10,delivered,34,11.0,48.29,prato_unico,0.12,3,5
Pinheiros,Olívia Y. Batista,Pinheiros,2024-01-19 13:03:00,ifood,delivery,5.39,20,delivered,44,37.1,115.43,combo,0.16,2,5
Outros,Igor Miranda,Bela Vista,2024-01-19 13:13:00,ifood,delivery,6.12,17,delivered,53,35.3,95.88,prato_unico,0.16,3,5
Santo Amaro,André Almeida,Santo Amaro,2024-01-19 13:44:00,rappi,delivery,5.76,13,delivered,47,41.9,77.0,prato_unico,0.12,1,5
Moema,Daniel W. Machado,Moema,2024-01-19 13:49:00,site_proprio,retirada,0.13,57,delivered,43,65.0,281.82,familia,0.0,8,3
Brooklin,Júlia Lima,Brooklin,2024-01-19 14:37:00,rappi,delivery,0.61,8,delivered,33,4.5,51.95,prato_unico,0.12,2,5
Vila Olímpia,Bruno L. Ferreira,Vila Olímpia,2024-01-19 15:11:00,whatsapp,retirada,0.02,13,delivered,25,18.9,31.42,prato_unico,0.0,1,5
Santo Amaro,Júlia U. Dantas,Chácara Santo Antônio,2024-01-19 17:12:00,rappi,delivery,4.61,7,delivered,36,33.3,29.25,prato_unico,0.12,1,5
Pinheiros,Pedro Rocha,Pinheiros,2024-01-19 18:04:00,site_proprio,delivery,7.0,14,delivered,50,43.3,102.17,combo,0.0,3,5
Pinheiros,Eduarda C. Barbosa,Pinheiros,2024-01-19 18:59:00,ifood,delivery,8.02,17,delivered,44,37.2,90.27,prato_unico,0.12,5,5
Brooklin,Tatiane Moreira,Brooklin,2024-01-19 19:11:00,ifood,delivery,1.17,21,delivered,33,24.5,124.4,combo,0.16,3,5
Brooklin,Júlia Silva,Campo Belo,2024-01-19 19:43:00,ifood,delivery,0.77,6,delivered,27,15.4,49.59,prato_unico,0.16,2,5
Brooklin,Júlia O. Ribeiro,Brooklin,2024-01-19 22:23:00,whatsapp,retirada,0.2,13,delivered,24,20.72,95.48,prato_unico,0.0,4,5
Pinheiros,Matheus Santos,Pinheiros,2024-01-20 07:57:00,ifood,delivery,5.2,20,delivered,47,41.1,82.52,prato_unico,0.12,3,5
Outros,Bruno Gomes,Perdizes,2024-01-20 09:39:00,ifood,delivery,5.55,14,delivered,48,37.3,81.36,prato_unico,0.16,3,5
Pinheiros,Mariana Oliveira,Pinheiros,2024-01-20 10:40:00,ifood,delivery,5.91,21,delivered,47,37.7,123.9,combo,0.12,1,5
Moema,Isabela Silva,Moema,2024-01-20 11:34:00,site_proprio,delivery,3.76,19,delivered,41,32.8,107.5,combo,0.0,3,5
Brooklin,Igor Martins,Brooklin,2024-01-20 13:15:00,ifood,delivery,1.7,24,delivered,39,15.7,145.48,combo,0.16,4,5
Vila Mariana,João K. Fernandes,Vila Mariana,2024-01-20 13:21:00,site_proprio,retirada,0.27,7,delivered,24,3.2,55.39,prato_unico,0.0,1,5
Outros,Tatiane Miranda,Perdizes,2024-01-20 13:50:00,ifood,delivery,7.12,17,delivered,51,40.6,88.6,prato_unico,0.16,4,5
Morumbi,Eduardo Pereira,Real Parque,2024-01-20 14:32:00,rappi,delivery,6.85,28,delivered,54,46.8,175.68,combo,0.16,6,5
Santo Amaro,Larissa Gomes,Santo Amaro,2024-01-20 15:53:00,ifood,delivery,5.31,18,delivered,45,45.2,87.59,prato_unico,0.16,2,4
Vila Mariana,Carla Machado,Paraíso,2024-01-20 18:05:00,rappi,delivery,4.13,24,delivered,43,35.8,75.0,prato_unico,0.16,3,5
Moema,Caio Rocha,Ibirapuera,2024-01-20 18:12:00,ifood,delivery,2.07,8,delivered,33,13.3,53.67,prato_unico,0.12,1,5
Morumbi,Eduarda S. Borges,Real Parque,2024-01-20 18:32:00,ifood,delivery,7.18,9,delivered,44,33.9,71.42,prato_unico,0.12,2,5
Jardins,Bruno Q. Martins,Jardim Paulista,2024-01-20 19:07:00,ifood,delivery,4.51,10,delivered,42,38.0,73.9,prato_unico,0.16,3,5
Morumbi,João V. Melo,Real Parque,2024-01-20 20:25:00,ifood,delivery,7.53,6,delivered,49,23.9,73.58,prato_unico,0.16,2,5
Moema,Patrícia Carvalho,Ibirapuera,2024-01-20 20:31:00,site_proprio,delivery,2.3,10,delivered,35,24.3,82.22,prato_unico,0.0,3,5
Itaim,Thiago Melo,Itaim Bibi,2024-01-20 21:49:00,whatsapp,retirada,3.28,6,delivered,17,6.8,92.29,prato_unico,0.0,2,5
Brooklin,Gabriela J. Machado,Campo Belo,2024-01-20 22:17:00,ifood,delivery,1.58,14,canceled,35,15.6,68.25,prato_unico,0.12,4,5
Santo Amaro,Eduarda Santos,Chácara Santo Antônio,2024-01-21 07:52:00,whatsapp,retirada,0.19,13,delivered,23,17.1,78.56,prato_unico,0.0,3,5
Itaim,Bruna Borges,Itaim Bibi,2024-01-21 08:31:00,rappi,delivery,3.85,17,delivered,37,32.2,139.97,combo,0.12,6,5
Vila Olímpia,Felipe Z. Dias,Vila Olímpia,2024-01-21 10:55:00,whatsapp,retirada,0.27,35,delivered,34,36.2,227.06,familia,0.0,4,5
Vila Mariana,Yuri Y. Dantas,Paraíso,2024-01-21 12:03:00,ifood,delivery,5.01,6,delivered,41,23.2,50.54,prato_unico,0.16,3,5
Itaim,Bruno B. Melo,Itaim Bibi,2024-01-21 12:32:00,ifood,delivery,3.82,8,delivered,35,19.3,111.59,combo,0.12,2,5
Pinheiros,Pedro Miranda,Pinheiros,2024-01-21 12:52:00,ifood,delivery,6.05,6,delivered,40,26.8,55.35,prato_unico,0.12,2,5
Moema,Matheus Lopes,Ibirapuera,2024-01-21 13:01:00,rappi,delivery,4.5,9,delivered,39,27.9,56.19,prato_unico,0.16,2,5
Vila Olímpia,Yasmin Borges,Vila Olímpia,2024-01-21 14:33:00,ifood,delivery,3.87,13,delivered,39,34.8,68.7,prato_unico,0.16,4,5
Moema,Júlia X. Rezende,Ibirapuera,2024-01-21 14:57:00,ifood,delivery,2.16,7,delivered,32,8.5,78.62,prato_unico,0.12,4,5
Brooklin,Matheus Oliveira,Brooklin,2024-01-21 19:07:00,ifood,delivery,1.16,12,delivered,35,27.6,145.87,combo,0.12,4,5
Moema,Isabela Gonçalves,Ibirapuera,2024-01-21 19:50:00,rappi,delivery,2.97,17,delivered,37,18.6,153.22,combo,0.16,6,5
Brooklin,Otávio B. Castro,Brooklin,2024-01-21 21:19:00,whatsapp,retirada,0.29,10,delivered,23,11.0,67.42,prato_unico,0.0,1,5
Vila Mariana,Rafael Miranda,Aclimação,2024-01-21 21:52:00,ifood,delivery,5.68,21,delivered,47,44.5,151.77,combo,0.12,3,5
Moema,Gustavo Marques,Moema,2024-01-22 07:48:00,site_proprio,retirada,2.58,25,delivered,29,37.7,103.96,prato_unico,0.0,4,4
Morumbi,Fernanda Duarte,Real Parque,2024-01-22 13:01:00,ifood,delivery,7.81,12,delivered,51,35.5,61.22,prato_unico,0.12,2,5
Moema,Thiago Mendes,Moema,2024-01-22 13:31:00,ifood,delivery,2.47,24,delivered,38,33.4,136.21,combo,0.12,3,5
Brooklin,Lucas Gomes,Campo Belo,2024-01-22 14:12:00,site_proprio,delivery,2.19,14,delivered,35,20.0,113.04,combo,0.0,3,5
Santo Amaro,Matheus Duarte,Santo Amaro,2024-01-22 15:10:00,whatsapp,retirada,0.05,13,delivered,25,11.5,112.83,combo,0.0,3,5
Vila Mariana,Mariana Miranda,Vila Mariana,2024-01-22 17:41:00,ifood,delivery,6.49,6,delivered,42,31.9,52.0,prato_unico,0.16,3,5
Pinheiros,Daniel K. Miranda,Pinheiros,2024-01-22 19:31:00,ifood,delivery,6.51,11,delivered,42,35.0,82.69,prato_unico,0.12,2,5
Itaim,André O. Machado,Itaim Bibi,2024-01-22 20:29:00,whatsapp,retirada,0.15,22,canceled,23,21.1,161.81,combo,0.0,7,5
Vila Mariana,Yasmin Araújo,Paraíso,2024-01-22 21:22:00,ifood,delivery,3.84,16,delivered,34,34.6,95.53,prato_unico,0.16,4,4
Morumbi,Ana Carvalho,Morumbi,2024-01-23 07:26:00,ifood,delivery,7.39,13,delivered,41,39.9,64.86,prato_unico,0.16,3,4
Moema,Isabela Ferreira,Ibirapuera,2024-01-23 12:01:00,ifood,delivery,2.07,24,delivered,33,37.2,125.74,prato_unico,0.16,6,4
Moema,Sabrina D. Duarte,Ibirapuera,2024-01-23 12:38:00,whatsapp,retirada,0.09,39,delivered,32,46.3,259.77,familia,0.0,9,4
Moema,Caio H. Lopes,Ibirapuera,2024-01-23 14:45:00,ifood,delivery,2.21,15,canceled,33,19.5,129.87,combo,0.16,4,5
Outros,Yasmin Q. Dias,Bela Vista,2024-01-23 15:18:00,ifood,delivery,6.52,10,delivered,44,29.4,71.17,prato_unico,0.16,1,5
Brooklin,Carla A. Almeida,Campo Belo,2024-01-23 15:59:00,ifood,delivery,1.25,11,delivered,35,19.9,90.66,prato_unico,0.16,3,5
Outros,Carla Almeida,Bela Vista,2024-01-23 16:07:00,ifood,delivery,6.04,9,delivered,29,24.4,66.87,prato_unico,0.16,2,5
Itaim,Helena P. Castro,Itaim Bibi,2024-01-23 17:57:00,ifood,delivery,4.59,25,delivered,44,42.3,93.48,prato_unico,0.16,6,4
Brooklin,André N. Fernandes,Brooklin,2024-01-23 18:48:00,site_proprio,delivery,0.65,11,delivered,32,14.8,113.69,prato_unico,0.0,2,5
Jardins,Nicolas Rezende,Jardim Paulista,2024-01-23 19:36:00,site_proprio,retirada,0.29,6,delivered,16,13.7,100.99,prato_unico,0.0,3,5
Santo Amaro,Júlia Machado,Chácara Santo Antônio,2024-01-24 10:13:00,site_proprio,retirada,0.06,12,delivered,24,10.4,90.44,prato_unico,0.0,3,5
Vila Mariana,Caio Teixeira,Vila Mariana,2024-01-24 11:47:00,site_proprio,retirada,0.03,15,delivered,20,19.3,50.7,prato_unico,0.0,1,5
Vila Olímpia,Rafael Teixeira,Vila Olímpia,2024-01-24 13:12:00,ifood,delivery,2.25,35,delivered,38,44.8,266.3,familia,0.16,9,4
Santo Amaro,Larissa Dias,Chácara Santo Antônio,2024-01-24 14:57:00,ifood,delivery,6.32,17,delivered,42,38.2,85.45,prato_unico,0.16,4,5
Jardins,Vítor Miranda,Jardim Paulista,2024-01-24 18:31:00,ifood,delivery,5.17,22,delivered,44,46.5,146.56,combo,0.12,3,4
Itaim,Nicolas Ribeiro,Itaim Bibi,2024-01-25 10:05:00,rappi,delivery,3.42,16,delivered,38,32.8,96.74,prato_unico,0.16,4,5
Moema,Sabrina Barbosa,Ibirapuera,2024-01-25 11:40:00,ifood,delivery,2.69,7,delivered,36,20.5,63.84,prato_unico,0.16,3,5
Vila Olímpia,Fernanda Cavalcanti,Vila Olímpia,2024-01-25 12:34:00,whatsapp,retirada,0.19,18,delivered,21,26.8,117.34,combo,0.0,3,4
Moema,Ana Xavier,Moema,2024-01-25 13:48:00,ifood,delivery,3.93,23,delivered,39,38.2,205.22,familia,0.16,2,4
Brooklin,Eduardo G. Barros,Campo Belo,2024-01-25 14:00:00,ifood,delivery,0.39,6,delivered,29,11.3,78.8,prato_unico,0.16,1,5
Morumbi,Nicolas Batista,Real Parque,2024-01-25 14:25:00,whatsapp,retirada,0.08,47,delivered,39,50.4,250.52,familia,0.0,4,4
Vila Olímpia,Carla Dias,Vila Olímpia,2024-01-25 14:37:00,site_proprio,delivery,2.47,6,delivered,35,16.2,106.16,prato_unico,0.0,5,5
Itaim,Rafaela H. Ramos,Itaim Bibi,2024-01-25 14:49:00,ifood,delivery,3.28,21,delivered,44,39.8,73.01,prato_unico,0.16,2,5
Moema,Nicolas Fernandes,Moema,2024-01-25 14:53:00,rappi,delivery,2.12,6,delivered,34,14.0,26.18,prato_unico,0.16,3,5
Outros,Mariana S. Barros,Perdizes,2024-01-25 16:41:00,site_proprio,retirada,0.24,14,delivered,22,19.0,135.66,combo,0.0,4,5
Santo Amaro,Isabela Gomes,Santo Amaro,2024-01-25 18:46:00,ifood,delivery,7.83,8,delivered,45,30.2,56.37,prato_unico,0.16,1,5
Moema,Yasmin J. Silva,Moema,2024-01-25 19:11:00,ifood,delivery,3.5,21,delivered,39,44.9,78.9,prato_unico,0.12,2,4
Santo Amaro,Sabrina Teixeira,Santo Amaro,2024-01-25 19:26:00,ifood,delivery,6.93,6,delivered,50,24.1,65.61,prato_unico,0.12,2,5
Morumbi,Sabrina Z. Barbosa,Real Parque,2024-01-25 19:38:00,ifood,delivery,6.53,23,canceled,48,40.5,108.51,combo,0.16,3,5
Pinheiros,Júlia Pereira,Pinheiros,2024-01-25 20:11:00,ifood,delivery,7.37,8,delivered,50,38.5,74.76,prato_unico,0.12,2,5
Santo Amaro,Vítor C. Dias,Chácara Santo Antônio,2024-01-25 21:20:00,site_proprio,retirada,0.1,23,delivered,31,29.5,157.88,combo,0.0,5,5
Vila Mariana,Bruno Carvalho,Aclimação,2024-01-25 21:52:00,site_proprio,delivery,6.64,43,delivered,53,72.0,274.64,familia,0.0,8,3
Santo Amaro,Larissa T. Castro,Chácara Santo Antônio,2024-01-26 09:53:00,whatsapp,retirada,4.53,14,delivered,26,18.9,75.4,prato_unico,0.0,1,5
Outros,Thiago Miranda,Butantã,2024-01-26 11:37:00,whatsapp,retirada,0.24,25,delivered,31,28.0,169.06,combo,0.0,6,5
Vila Mariana,Júlia Castro,Paraíso,2024-01-26 11:44:00,ifood,delivery,5.66,11,delivered,38,26.0,102.65,combo,0.16,2,5
Moema,Matheus P. Gomes,Moema,2024-01-26 11:53:00,ifood,delivery,4.0,12,delivered,35,26.6,98.54,prato_unico,0.16,5,5
Vila Mariana,Larissa Costa,Paraíso,2024-01-26 13:09:00,ifood,delivery,4.63,25,chargeback,44,39.2,181.37,combo,0.12,8,5
Outros,André F. Duarte,Liberdade,2024-01-26 13:14:00,ifood,delivery,7.43,20,canceled,50,51.0,147.62,combo,0.12,5,4
Brooklin,Patrícia Gomes,Campo Belo,2024-01-26 19:11:00,ifood,delivery,0.37,16,delivered,31,18.1,87.77,prato_unico,0.12,2,5
Itaim,Ana K. Gomes,Itaim Bibi,2024-01-26 19:29:00,site_proprio,retirada,0.13,26,delivered,30,24.8,160.46,combo,0.0,5,5
Brooklin,Henrique W. Oliveira,Campo Belo,2024-01-26 21:14:00,rappi,delivery,0.86,24,delivered,31,36.2,230.36,familia,0.16,3,4
Pinheiros,Daniel Cavalcanti,Pinheiros,2024-01-26 21:23:00,ifood,delivery,6.8,32,delivered,46,59.4,288.7,familia,0.12,8,3
Vila Olímpia,Olívia Lopes,Vila Olímpia,2024-01-26 21:54:00,whatsapp,retirada,2.7,22,delivered,28,26.9,78.79,prato_unico,0.0,2,5
Pinheiros,Gabriela Z. Araújo,Pinheiros,2024-01-27 08:45:00,whatsapp,retirada,0.06,18,delivered,26,15.8,66.85,combo,0.0,3,5
Vila Mariana,Patrícia Y. Duarte,Aclimação,2024-01-27 10:00:00,ifood,delivery,6.1,20,delivered,46,43.0,114.55,prato_unico,0.16,4,4
Santo Amaro,Natália P. Almeida,Chácara Santo Antônio,2024-01-27 10:06:00,ifood,delivery,5.69,12,delivered,38,32.9,211.49,familia,0.16,6,5
Vila Mariana,Fernanda Machado,Paraíso,2024-01-27 10:33:00,ifood,delivery,7.02,11,delivered,43,32.4,46.78,prato_unico,0.16,1,5
Brooklin,Thiago Q. Lima,Brooklin,2024-01-27 12:11:00,ifood,delivery,0.46,6,delivered,26,5.8,48.82,prato_unico,0.16,1,5
Jardins,Eduardo N. Barbosa,Jardins,2024-01-27 12:27:00,site_proprio,retirada,0.1,9,delivered,21,11.3,70.5,prato_unico,0.0,3,5
Itaim,Carla Miranda,Itaim Bibi,2024-01-27 12:37:00,site_proprio,delivery,4.69,6,delivered,38,14.6,73.98,prato_unico,0.0,2,5
Vila Mariana,Patrícia D. Duarte,Aclimação,2024-01-27 12:38:00,ifood,delivery,4.71,20,delivered,44,30.3,82.61,combo,0.12,1,5
Santo Amaro,Yasmin E. Correia,Santo Amaro,2024-01-27 14:37:00,ifood,delivery,6.15,26,delivered,48,45.0,204.63,familia,0.12,5,5
Brooklin,Carla Souza,Campo Belo,2024-01-27 18:50:00,rappi,delivery,1.78,6,delivered,31,11.3,99.95,combo,0.16,1,5
Pinheiros,Rafael Lima,Pinheiros,2024-01-27 19:27:00,ifood,delivery,5.06,11,delivered,42,30.1,88.14,prato_unico,0.16,3,5
Itaim,André Mendes,Itaim Bibi,2024-01-27 19:54:00,ifood,delivery,5.1,15,delivered,46,28.84,91.62,prato_unico,0.16,3,4
Brooklin,Rafael T. Fernandes,Brooklin,2024-01-27 21:37:00,ifood,delivery,1.41,16,delivered,35,26.5,80.99,prato_unico,0.16,4,5
Brooklin,Otávio Pereira,Campo Belo,2024-01-28 00:46:00,ifood,delivery,0.1,39,delivered,36,21.57,256.53,familia,0.12,9,4
Pinheiros,João Lopes,Pinheiros,2024-01-28 08:38:00,rappi,delivery,5.83,9,delivered,42,28.8,59.6,prato_unico,0.16,2,5
Moema,Valentina Silva,Ibirapuera,2024-01-28 10:04:00,site_proprio,delivery,3.28,18,delivered,43,25.4,78.0,prato_unico,0.0,2,5
